Anime_id,Title,Genre,Synopsis,Type,Producer,Studio,Rating
3318,Kimi ga Nozomu Eien: Next Season,"['Drama', 'Romance']","After Haruka Suzumiya got out from the hospital from her three years of coma. She moved back to with her parents and continued to date Takayuki Narumi. She wanted to see her old friend Mitsuki Hayase who Takayuki Narumi dated while she was in coma. 
 
(Source: ANN)",OVA,['Age'],['Brain&#039;s Base'],7.02
3328,School Days: Magical Heart Kokoro-chan,"['Comedy', 'Parody', 'Magic', 'Ecchi']","Originally an April's Fool in 2007, this one episode OVA is a spin-off of the School Days game by 0verflow, and shows Kokoro Katsura, the little sister of one of the main characters, from her other side. A mahou shoujo out to save the world, or something like that. 
 
(Source: AniDB)",OVA,"['Avex Entertainment', 'Marvelous', 'Lantis', 'Pony Canyon']",['TNK'],5.78
3329,Izumo (2003),"['Adventure', 'Fantasy', 'Comedy', 'Hentai']","My name is Toma Hikaru. I'm going to Izumo Gakuen High School with Miyuki who is my little sister-in-law, Nanami-chan who was my childhood friend, and Nagisa who thinks of me as a rival. I began to have a strange dream of a beautiful shrine maiden, who is praying something naked in a lake. I wonder who she is; I think I know her... I also see a strange room of Izumo Gakuen in my dream. Feeling uneasy, I decide to sneak into the room, not knowing it is the beginning of the long journey. 
 
(Source: AnimeNfo)",OVA,['Milky Animation Label'],['Studio Jam'],6.22
3335,Haikara-san ga Tooru,"['Slice of Life', 'Romance', 'Historical', 'Drama', 'Shoujo']","Set in the 1920s, Haikara-san ga Tooru is the story of the high-spirited tomboy Benio and her relationship with a handsome half-German soldier named Shinobu. Benio is a very outgoing and athletic girl with firm ideas about being able to live her life as she wants to. When she first meets Shinobu, she dislikes him intensely, even though he manages to help her out of a series of embarrassing mishaps. She is therefore surprised when she finds out that she has been forced into an arranged marriage and that her husband-to-be is none other than Shinobu! The story then has many twists and turns, as Shinobu has to fight in the war, Benio has to wrangle with the idea of getting married, and getting along with her future in-laws and employer. Meanwhile, the great Kanto earthquake looms in the future...",TV,['Asahi Broadcasting'],['Nippon Animation'],7.37
3349,Kiddy GiRL-AND,"['Action', 'Comedy', 'Sci-Fi', 'Super Power']","Twenty-five years after Éclair and Lumière, (from the flagship Kiddy Grade series), rescued the galaxy from destruction's doorstep, the GTO (Galactic Trade Organization), created after the defeat of the GOTT (Galactic Organization of Trade and Tariffs), act on behalf of universal peace by combating criminal activity. 
 
Their special ES division mirrored after the GOTT's ES (Encounter of Shadow-work) force, now includes publicly acknowledged ES member candidates. The series follows two such trainees, Ascoeur and Q-feuille, as they work their way to ES membership. 
 
(Source: Wikipedia)",TV,"['Kadokawa Shoten', 'gimik']",['Satelight'],6.94
3358,Kure-nai,"['Comedy', 'Drama', 'Martial Arts']","Shinkurou Kurenai is a 16-year-old student by day and a dispute mediator by night. Though kind-hearted and patient, due to his tragic past, he has trained for years to live on. Now, despite his unimposing appearance, he is a strong martial artist, who also possesses a strange power. 
 
While taking various jobs for his employer, Benika Juuzawa, one assignment leads Shinkurou to live with Murasaki Kuhouin as her bodyguard. Murasaki is the seven-year-old daughter of a plutocratic family, who escaped her home under peculiar circumstances with Benika's help. Commoner life, in her eyes, seems bizarre. However, by interacting with her neighbors, she grows more accustomed to the daily routine, and rids herself of her snobbish behavior, gradually growing attached to Shinkurou. 
 
Though many details of the job remain unclear, Shinkurou still strives to protect the young lady. But to make things more complicated, he also lacks a crucial fact—what is the real threat against Murasaki? 
 
[Written by MAL Rewrite]",TV,"['Yomiko Advertising', 'Pony Canyon', 'Half H.P Studio', 'Shueisha']",['Brain&#039;s Base'],7.46
3361,UFO Senshi Dai Apolon,"['Action', 'Sci-Fi', 'Mecha']","The story is about 16 years old boy Takeshi who recently formed an American football team at the BlueSky orphanage. One day the game is interuppted by a light in the sky. Takeshi discovers he is the son of the king of the planet Apolon, spirited away to Earth by his father's retainer Rabi to avoid death at the hands of General Dazaan. He turns out to have special energy abilities which can control UFO saucers from under the ocean floor, which in turn can become robots that are synchronized to their movements. 
 
(Source: Wikipedia)",TV,['TBS'],"['Eiken', 'Studio Live']",6.29
3363,RD Sennou Chousashitsu,"['Action', 'Sci-Fi']","2061 AD. Fifty years have passed since mankind developed the Network society. It was anticipated that this new infrastructure would realize a utopia where people connected with each other at the level of consciousness. However, new social problems such as personal data leaks and proliferation of manipulated information began to surface. Nevertheless, people still relied on the Network to exchange information, and proved unable to opt to abandon it. 
 
In due course, a new Network realm with more effective security measures was developed. This was called Meta Real Network, usually abbreviated as ""the Metal."" 
 
The Metal accommodated personal memory data within protected virtual stand-alone organic cyber enclaves called bubble shells and eventually pervaded the everyday lives of people. 
 
However, people gradually learned to release and explode their instincts within the secure environment of the Metal. The unleashed instincts pushed each individual's consciousness to drown in the sea of information and to be exposed to the pressures of desire. Meanwhile, norms and regulations continued to bind their real world lives. Thus, strange friction between the two worlds began to manifest themselves as aberrations beyond the bounds of the imaginable. 
 
Experts who challenged the deep sea of the Metal to investigate and decipher such aberrations were called cyber divers. 
 
This is a story of a cyber diver, Masamichi Haru, who investigates the incidents that lie between Reality and the Metal. 
 
(Source: Production I.G)",TV,"['VAP', 'Nippon Television Network']",['Production I.G'],7.19
3366,Persona: Trinity Soul,"['Action', 'Sci-Fi', 'Super Power']","The stage is Ayanagi City, a city near the Japan Sea. It is a futuristic city that was built to carry out the recovery from the calamity caused by the ""Apathy Syndrome"" ten years previous. High school student Shin Kanzato with his little brother Jun, meet with their elder brother Ryou, who is the chief of the Ayanagi City Police, again after ten years. At that time, a series of strange incidents happen in Ayanagi City such as the crew of a submarine that suddenly disappears while in their submarine, or a spiritless symptom which disturbs the world after ten years, or the case of the inside out corpse where a student took on a cruel appearance. Ryou tracks down the organization behind the string of incidents, and having become involved in the incidents, Shin awakens the ""Persona."" 
 
(Source: Wikipedia)",TV,['Aniplex'],['A-1 Pictures'],6.7
3371,Ginga Eiyuu Densetsu Gaiden,"['Action', 'Military', 'Sci-Fi', 'Space']","Ginga Eiyuu Densetsu Gaiden  is the first of two OVA adaptations of side stories from the  Ginga Eiyuu Densetsu  novel series. This first adaptation follows the achievements of Reinhard von Müsel and Siegfried Kircheis of the Galactic Empire before the fateful Battle of Astarte. 
 
 The Silver-White Valley   
Reinhard and Kircheis graduate from their military academy and are immediately sent to the frozen frontier planet Kapche-Lanka. Unbeknownst to them, their new superior schemes to kill Reinhard on behalf of a rival of Reinhard's sister Annerose von Grünewald. 
 
 Dreams of the Morning, Songs of the Night 
Reinhard and Kircheis are assigned to the Imperial Military Police, where they uncover the corrupt and oppressive practices of the Empire's law enforcement. They are soon ordered to investigate the murder of a student at their alma mater. 
 
 Dishonor   
As Reinhard awaits the bestowal of his new title of Count von Lohengramm, he sends Kircheis to the artificial resort satellite Kreuznach III for a vacation. Restless from the lack of work, Kircheis assists the local police with a drug trafficking case related to an attack on a disgraced former Vice Admiral. 
 
 A Hundred Billion Stars, a Hundred Billion Lights   
While Reinhard is still a commodore in charge of only a single squadron, he laments the incompetence of his superiors during a battle against the Free Planets Alliance. Amassing military successes under the direct command of Vice Admiral Richard von Grimmelshausen, Reinhard repeatedly clashes with Hermann von Lüneburg, a commodore and former regimental commander of the Alliance's infamous Rosen Ritter. 
 
[Written by MAL Rewrite]",OVA,"['Kitty Films', 'Tokuma Shoten']",['Artland'],8.17
3375,Kirepapa.,"['Comedy', 'Drama', 'Romance', 'Yaoi']","Chisato is a beautiful 35-year-old writer, who looks like 18, and the father of Riju, a cute 15-year-old boy. Chisato's hobby is to drive away all of Riju's friends because he thinks they want to corrupt his precious child, so he shows his good side to these boys while he poisons the cake he brings them with a smile; however, there is one guy, Shunsuke, who doesn't fall for the tricks. But is Shunsuke really aiming for Riju? Who is that mysterious writer Chisato loves so much? And why is Chisato convinced that Riju's friends want to take advantage of him? 
 
(Source: Evil Empire)",OVA,"['ANIK', 'PrimeTime', 'On-Lead']",['A.C.G.T.'],6.94
3384,Mi-da-ra,['Hentai'],"A tale of forbidden lust based on the popular Japanese Hentai game Mi Da Ra.  
 
When a young man named Yuuto bumps into a stranger on the street, he discovers a dropped VHS tape and brings it home. His sister Yumi isn't around, so he pops it in for a look. The video is a recording of Yumi tied to a chair ...and shockingly the man who tied her up turns out to be him!  
 
It turns out the tape is a window into the secret desires of the viewer, and Yuuto's quickly addicted! Yumi also discovers her own fantasies on the cassette, and her burning lust cannot be quelled by conventional means! Finally, when his sister's friend discovers the tape, she finds herself on her knees with Yumi and attending to Master Yuuto's every need as his personal love slave.  
 
(Source: AniDB) ",OVA,['Milky Animation Label'],['Studio Jam'],5.79
3389,Bus Gamer,['Action'],"When three complete strangers, Mishiba Toki, Nakajyo Nobuto, and Saitoh Kazuo, are hired by a corporation to compete in the Bus Game, an illegal dog-fight conducted in strict secrecy, they are given the team code of ""Team AAA"" (Triple Anonymous). This group of three who differ entirely from their living environments to their personalities have to work together effectively, but without mutually wiping out their mistrust of each other or prying into each other's privacy. They only have one point in common—each of them need a large amount of money for their individual circumstances. To get the money, they must play in the game despite their very own lives being at stake. 
 
(Source: ANN)",TV,"['Frontier Works', 'Sotsu', 'Studio Izena']",['Anpro'],6.62
3391,Maicching Machiko-sensei,"['Comedy', 'Ecchi', 'School']","Machiko Mai is the newest teacher at Asama Elementary; she's young, beautiful, and has the perfect proportions—traits that attract the attention of not only her students, but the rest of the perverted faculty as well. Whether it's luring her in and spraying up her skirt with a hose or leaps and bounds to grab her breasts, there's nothing that Machiko's first year students won't try to do. Regardless of her embarrassing plight, Machiko is always a good sport and tries her best to help out her students—at any cost to her dignity!",TV,['TV Tokyo'],['Studio Pierrot'],6.51
3398,Shin Hurricane Polymar,"['Action', 'Martial Arts', 'Super Power', 'Sci-Fi']",Remake of old superhero show of the same name.,OVA,"['Nihon Ad Systems', 'Nippon Columbia', 'Audio Tanaka']","['J.C.Staff', 'Tatsunoko Production']",5.99
3407,Blassreiter,"['Action', 'Sci-Fi']","Modern Germany is plagued by an outbreak of ""Amalgams."" Existing solely to wreak havoc, these cybernetic entities spawn from rotting flesh and can fuse with technology to gain new abilities. With society left in the wake of their destruction, the Xenogenesis Assault Team (XAT) is formed to suppress the threat. Alongside its primary mission to protect against the Amalgam attacks, the organization is also researching the newly discovered ""amalgamated"" humans which possess rational thought and are far deadlier than their non-sentient counterparts. 
 
Joseph Jobson is one such amalgamated human who has full control over his powers. Although successful in his line of work as a lone warrior, an unfortunate encounter with the recently-turned-Amalgam Gerd Frentzen makes him a priority target of the XAT. As he eludes the organization and seeks new allies, Joseph is transformed into the Blassreiter—a being heralded as the strongest Amalgam in existence. Now, he must fight back with his newfound powers to uncover the truth behind not only his past, but also the entire Amalgam conflict. 
 
[Written by MAL Rewrite]",TV,"['Nitroplus', 'Sotsu Music Publishing']",['Gonzo'],7.03
3418,Jungle no Ouja Taa-chan,"['Action', 'Comedy', 'Parody']","Ta-chan is the king of jungle. He was abandoned in savanna, and has been raised by a chimpanzee, Etekichi. He has a dearest wife, Jane who used to be a top model in New York, but now she looks... Anyway, to protect animals from poachers, Ta-chan is fighting against them with his disciple, Pedro, and a master of Chinese martial arts, Ryo. 
 
This anime is based on the manga with the same title; it begins as a comical parody of Tarzan. The first several episodes are comedies, but the rest of the series consists of (rather) serious episodes. 
 
(Source: AnimeNfo)",TV,['TV Tokyo'],['Group TAC'],7.27
3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,"['Comedy', 'Ecchi', 'Martial Arts', 'Romance']","DVD episodes 23 and 24. 
 
Based on a seinen manga by Shinobu Ohtaka, serialized in Young Gangan. 
 
Koushi Inuzuka is a smart high school student who aims to become a public prosecutor. Unfortunately for our good guy, he was born into a martial arts family whose head (ie his father) only knows one language: violence. When Koushi was still a baby, his father made a pact with his biggest rival to marry Koushi to his opponent-turned-friend's daughter. The union of the two blood lines is supposed to bring forth Earth's strongest martial arts clan. 
 
Skip forward: Koushi is in high school, oblivious to the marriage arranged for him at his birth. Enter Momoko Kuzuryuu: sugar bomb, airhead, loli martial arts artist and Koushi's self-proclaimed bride (the strongest on Earth, no less). Her wish for sexual intercourse meets with Koushi's square refusal as he has absolutely no desire to get it on with someone who looks like she could be his little sister, not to mention that he doesn't have the foggiest idea who she actually is. 
 
Meanwhile, a war has broken out between the martial arts families. For Koushi, this means that numerous fighters are out to challenge him. As if that weren't bad enough, our protagonist also has a fight phobia due to a traumatic incident that took place in his childhood. Now it's up to Momoko and her superhuman fighting skills to protect her ""husband."" Will the two sweethearts survive the trials and tribulations ahead of them? More importantly, will Momoko get her way receiving a baby from Koushi?",Special,['Square Enix'],['Studio Hibari'],7.04
3420,Shigofumi,"['Psychological', 'Supernatural', 'Drama', 'Thriller', 'Fantasy']","When someone dies, what should their final words be? Words that couldn't be said while still alive—of love, hate, hope, regret, or perhaps words without any importance. These words are sent through letters called ""shigofumi"" from the recently deceased to the living. Fumika is a mail carrier of these shigofumi, delivering them alongside staff and her partner Kanaka. However, there must be something more behind Fumika's silent exterior; shigofumi mail carriers are deceased humans with the same appearance they had just before death. Despite this, Fumika is still aging... 
 
[Written by MAL Rewrite]",TV,"['Bandai Visual', 'Genco', 'Lantis', 'Rakuonsha']",['J.C.Staff'],7.57
3422,Donburi Kazoku,['Hentai'],"Yukiko is a young wife who is feeling lonely and unsatisfied. Her husband Koichi won’t satisfy her needs, and in fact they sleep on separate beds. To add to her frustration Yukiko finds some pictures on her husband’s cell phone – pictures of an unknown naked woman; also one night she sees her two children – who are not related by blood – together in bed. 
 
Yukiko spends her time at home trying to satisfy her needs on her own. Until one day the father of her husband comes to visit and sees her in compromising situation. That’s when things in her family start to change…  
 
(Source: AniDB)",OVA,['Digital Works'],['Y.O.U.C'],5.97
3434,Hey! Bumboo,"['Adventure', 'Cars', 'Kids']","Bumboo is a very strange car-like creature with a cute yellow body. He was born from a mysterious egg at an automobile factory. Having heard the first cries of a newborn baby, a boy named Ken comes to the factory and meets Bumboo. They soon become good friends and set out on their exciting journey. 
 
Traveling the world with his four-wheeled friend and Mister the dog, Ken faces big trouble from Doctor Monkey—who wants to get Bumboo into his own hands—but finds thrills and excitement around every corner. 
 
(Source: AniDB)",TV,"['NHK', 'Studio Jack']",['Nippon Animation'],6.14
3436,Meme Iroiro Yume no Tabi,"['Adventure', 'Kids', 'Sci-Fi']","Meme, a very cute and strange creature, is this leading character of this series. 
One day Meme comes out of a computer and meets Daisuke and Sayaka. 
Meme guides the kids throughout his world, where they meet world-famous scientists, inventors and scholars such as Galileo, Pasteur, Kepler, and many more. 
This series is not only highly entertaining for children and the entire family but is also very interesting and educational. 
 
(Source: AnimeNfo)",TV,['TBS'],['Nippon Animation'],6.51
3437,Mister Ajikko,"['Comedy', 'Shounen']","Ajiyoshi Yoichi is a culinary prodigy who manages the eating house together with his mother. One day, Murata Genjiro appears in the eating house and is surprised at the delicious taste and delicate culinary skills of the katsu-don prepared by Youichi. Subsequently, Youichi is being invited to the Aji-oh Building in which he is involved in a spaghetti match with the in-house Italian chef, Marui. Youichi's novel culinary ideas, coupled with his enthusiasm of serving the best for his guests, allow him to defeat Marui in the match. From then on, Youichi begins to compete with other rivals in the race for the best tastes and dishes.  
 
(Source: ANN) ",TV,['TV Tokyo'],['Sunrise'],7.24
3438,Moero! Top Striker,"['Action', 'Shounen', 'Sports']","Hikaru Kicker is a 13-year-old boy who loves football. He has grown up playing with a football at all times ever since his father's friend gave him one when he was still only a baby. 
 
Hikaru goes to Italy to learn the sport. He first joins a strong team at Genova, but soon quits this team to join an extremely weak team named ""Columbus"" with his female friend Anna. 
 
Experiencing many hardships and difficulties, their team gradually becomes stronger and stronger, and finally they defeat Margerita, one of the strongest soccer teams in Genova. 
 
Soon Hikaru hears that Genova will stage its first soccer tournament. Throughout the tournament, Hikaru and his teammates confront many rivals and develop increasing maturity. 
 
Can Hikaru score a goal and which team will win the championship? 
 
(Source: Nippon Animation)",TV,['Fuji TV'],['Nippon Animation'],6.77
3446,Biohazard: Degeneration,"['Action', 'Horror', 'Sci-Fi']","The story is set in autumn 2005, one year after Resident Evil 4 game took place. Due to an as of yet unexplained reason, zombies appear in a United States airport. The release of the zombies leads to danger of an outbreak. ",Movie,"['Sony Pictures Entertainment', 'Capcom']",['Digital Frontier'],7.15
3448,Mad★Bull 34,"['Action', 'Police']","Daizaburo Edi-Ban, a Japanese-American, joins New York City's toughest precinct, the 34th. On his first day he is partnered up with John Estes, called Sleepy by his friends and Mad Bull by his enemies, a cop who stops crime with his own violent brand of justice. Mad Bull makes no qualms about executing common thieves with shotgun blasts if they even pose a minor threat to him or anyone around them. Mad Bull also often steals from prostitutes and does incredible amounts of property damage while fighting crime. Mad Bull's unpoliceman-like behavior often puts him in hot water with his partner Daizaburo and the 34th precinct. However, despite how reckless or illegal these acts are, a good cause is always revealed (For example, Sleepy uses the money he steals from the prostitutes to fund a venereal disease clinic and a home for battered and raped women). Perrine Valley, a police lieutenant, joins Daizaburo and Sleepy later on to help them tackle more difficult cases involving the mafia and drug-running. 
 
Mad Bull 34 is inspired by the high-action buddy cop films of the '70s and '80s. 
 
(Source: Thevinnymac)",OVA,['Pony Canyon'],['Magic Bus'],6.35
3449,Kamichu! Specials,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama']","Episodes that were only released on the DVD afterwards and didn't air on TV. Episode numbers: 7.5, 9.5, 10.5, 12.5. 
 
For a complete list of episodes and the order they're included in the  Kamichu!  DVD/BD box set, see the  More Info  tab.",Special,['Geneon Universal Entertainment'],['Brain&#039;s Base'],7.57
3455,To LOVE-Ru,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']","Timid 16-year-old Rito Yuuki has yet to profess his love to Haruna Sairenji—a classmate and object of his infatuation since junior high. Sadly, his situation becomes even more challenging when one night, a mysterious, stark-naked girl crash-lands right on top of a bathing Rito. 
 
To add to the confusion, Rito discovers that the girl, Lala Satalin Deviluke, is the crown princess of an alien empire and has run away from her home. Despite her position as the heiress to the most dominant power in the entire galaxy, Lala is surprisingly more than willing to marry the decidedly average Rito in order to avoid an unwanted political marriage. 
 
 To LOVE-Ru  depicts Rito's daily struggles with the bizarre chaos that begins upon the arrival of Lala. With an evergrowing legion of swooning beauties that continuously foil his attempted confessions to Haruna, To LOVE-Ru  is a romantic comedy full of slapstick humor, sexy girls, and outlandishly lewd moments that defy the laws of physics. 
 
[Written by MAL Rewrite]",TV,"['Geneon Universal Entertainment', 'TBS', 'Shueisha']",['Xebec'],7.26
3457,Vampire Knight,"['Drama', 'Mystery', 'Romance', 'Shoujo', 'Supernatural', 'Vampire']","Cross Academy is an elite boarding school with two separate, isolated classes: the Day Class and the Night Class. On the surface, Yuuki Cross and Zero Kiryuu are prefects of the academy, and attempt to keep order between the students as classes rotate in the evenings. As the Night Class is full of utterly gorgeous elites, this can sometimes prove to be a bit difficult. It is completely necessary, however, as those ""elites"" are actually vampires. Yuuki and Zero act as guardians, protecting the secrets of the Night Class and the safety of their ignorant morning counterparts. 
 
As the adopted daughter of the academy's chairman, Yuuki takes her job with a serious and energetic attitude. It also allows her to interact with her secret crush and savior, the president of the Night students' dorm, Kaname Kuran. Zero, on the other hand, has a deep-rooted hatred against vampires, and at times, does not hesitate to kill. 
 
Can vampires and humans co-exist, even in the strict setup of the Cross Academy? Only time will tell. 
 
[Written by MAL Rewrite]",TV,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems']",['Studio Deen'],7.31
3462,Minky Momo in Yume ni Kakeru Hashi,"['Drama', 'Shoujo', 'Slice of Life']","A bridge's legend tells that when two people meet on it, they will surely meet again. Momo meets a boy who doesn't believe the legend, and promises that she will meet him again to prove it. As the year passes, she comes every day to wait for him, and becomes a small part of many people's lives. 
 
(Source: ANN)",OVA,"['Starchild Records', 'Yomiuri Advertising']",['Asahi Production'],7.12
3464,Kemeko Deluxe!,"['Action', 'Comedy', 'Ecchi', 'Romance', 'School', 'Sci-Fi', 'Shounen']","When Sanpeita Kobayashi was a child, his lovely friend had to move away, but she vowed that in ten years, they would meet again—as husband and wife. Ten years later, Sanpeita is a high school student, but he hasn't forgotten the feelings they shared. 
 
Sanpeita awakes from a dream about his last day with her, only to have his morning interrupted. A weird robot girl is battling other robots in his bedroom, claiming to be his wife. The robot's pilot looks like none other than Sanpeita's long-lost, childhood friend. But who is she really? Why did she have to leave? And what does she have to do with the Mishima Electronics Corporation?",TV,"['Geneon Universal Entertainment', 'YTV', 'KlockWorx', 'AC Create', 'Yomiuri Advertising']",['Hal Film Maker'],6.69
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,"['Adventure', 'Fantasy', 'Psychological']","Waking up from a nap, Kino is relieved to see that a certain tower from afar is still proudly standing. Located in the heart of the Tower Country, the immensely tall tower stretches high into the sky, reaching seemingly infinite heights. The tower looks like something out of a dream, but the breathtaking construction is unmistakably real. Intrigued, the traveling partners Kino and Hermes—the talking motorcycle—journey to the tower to get a closer look at the building. 
 
Despite already being unbelievably tall, the tower is still being built by the townspeople to this day. Puzzled by the origins of the tower, Kino and Hermes ask around the town for information, but they fail to obtain any definitive answer. They continue to observe both the tower and the townspeople during their stay, hoping to understand the reasoning behind building a tower that requires so much effort. After all, there is always something to learn... even from the strangest of countries. 
 
[Written by MAL Rewrite]",Special,['Genco'],['A.C.G.T.'],7.67
3467,Nogizaka Haruka no Himitsu,"['Comedy', 'Romance']","Hakujo Academy is a private high school with a student body filled with elite students. At the top of this list is the beautiful Haruka Nogizaka, an intelligent and wealthy girl who comes from a prestigious family, and is by far the most idolized girl at school. Her popularity is so great that her classmates occasionally give her French nicknames to further express their infatuation. 
 
Yuuto Ayase is a timid boy who has the unbelievable luck of sitting in class with Haruka every day. Like many others, he admires her from a distance, never even dreaming of approaching her. But with a sudden twist of fate, Yuuto's random visit to the school library brings Haruka's darkest secret to light, one which could potentially destroy her current reputation of elegance. As it turns out, the school's most beloved princess is actually a huge otaku. This revelation marks the beginning of a beautiful friendship between these two classmates.",TV,"['Geneon Universal Entertainment', 'ASCII Media Works', 'Studio Mausu']",['Diomedea'],7.31
3470,Special A,"['Comedy', 'Romance', 'School', 'Shoujo']","Hikari Hanazono has always been able to do things that normal people cannot. As a child, she assumed no one could beat her—until she met Kei Takishima. Thinking she would win, Hikari challenged him to a match. But things didn’t go as planned; she lost not once but each time she rechallenged him. From that point on, she has sworn to best Kei at everything, ranging from academics to athletics. 
 
To achieve her goal, Hikari enrolls in the same school as Kei—Hakusenkan, a prestigious institute for the wealthy. As a pair, they hold the top two rankings in school and are among seven of the academy's best students in a class known as Special A. 
 
While Hikari treats Kei as a rival, she is completely oblivious that he harbors hidden feelings for her. Together, the members of Special A deal with competition, friendship, and just a bit of love. 
 
[Written by MAL Rewrite]",TV,['Showgate'],"['Gonzo', 'AIC']",7.72
3486,Yuusha Tokkyuu Might Gaine,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']","Nouvelle Tokio City locates on the place where it used to be Tokyo Bay. At the first glance, the prosperous city seems to enjoy its freedom and peace, but the city is suffering from the crimes. 
 
Senpuuji Maito is a perfect 15-year-old boy, bright, handsome, smart, and all-around sportsman. Furthermore, he is the leader of Senpuuji Trading group, and a multimillionaire. He spends his private fortune to found ""Brave Express Squad""? which consists of several robots. They are the robots that have various special abilities. Above all, the leader, Gaine, has a super artificial intelligence and has own personality. They can transform into trains. In case of incidents, they will appear anywhere in the world using the highly developed railway system.",TV,['Nagoya TV Housou'],['Sunrise'],7.05
3488,Genji Monogatari,"['Drama', 'Historical', 'Romance']","Based on the literary work of Shikibu Murasaki, The Tale of Genji is a story of the Emperor`s second son born by a courtier. Made a commoner, he served as a retainer to the court.",Movie,['TV Asahi'],['Group TAC'],6.65
3501,Wellber no Monogatari: Sisters of Wellber Zwei,"['Adventure', 'Fantasy', 'Historical', 'Romance']","The loquacious sentient tank, Gyrano De Borgerac seems very busy being pampered by solicitous maids. The fairy Sherri, too, is enjoying the luxury of the court's life. And for Rita, time has come to face her duties as princess of Wellber. But Tina is resolute: she wants to continue her search for the Man with a tattoo of Bee the Death, the devil who exterminated her family. An unspeakable feeling of sadness fills the hearts of the two girls, who shared so much and are now about to say farewell to each other. 
 
And then, on the day of Tina's departure... 
 
A new journey that will take Tina walking through the still sore scars of the Great War that wiped out entire cities ten years before, until the unsuspected truth about her nemesis! 
 
Credit: Production I.G ( /www.productionig.com )",TV,"['Avex Entertainment', 'Trans Arts', 'Nagoya TV Housou']",['Production I.G'],6.94
3503,Kanokon,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Shounen', 'Slice of Life', 'Supernatural']","Kouta has girl troubles of the supernatural sort. For some reason, he keeps attracting the attention (and affections) of animal spirits! 
 
Having spent most of his life in the country, Kouta is understandably nervous when he moves in with his grandma to attend a high school in the big city. He hoped to make a good impression, but having Chizuru, a beautiful fox spirit, hanging off his arm didn't seem to be the sort of image he wanted to have. She's not alone in her love for Kouta, either. Nozomu, a wolf spirit, as well as other youkai have their sights set on the hapless country boy. ",TV,"['Media Factory', 'Movic', 'AT-X']",['Xebec'],6.65
3509,Riki-Oh: Toukatsu Jigoku,"['Action', 'Martial Arts', 'Super Power', 'Seinen']","A Retelling of the prison arc of the manga RIKI-OH! 
 
The story follows Saiga Riki-Oh, a young man blessed with inhuman strength. After taking revenge against a yakuza boss who was responsible for the death of his girlfriend, he ends up in a maximum security prison owned by a private organization.  
 
The prison is divided into four blocks, each run by a member of prisoners known as the Gang of Four. The first member is a tattooed knife wielder known as Hai that runs his block in a mafia style family system.  The second member is a giant man (known as Tarzan in the live action) with incredible strength.  The third member is a effeminate fighter named Huang Chaun that is growing Opium in the prison.  The final member is a small man that use sewing needles as his weapons. ",OVA,['Trans Arts'],['Magic Bus'],6.1
3512,Tenshi Nanka ja Nai,"['Comedy', 'Drama', 'Shoujo']","In a rainy spring day, first year high schooler Midori Saezima saw a tall, handsome fellow student took care of a stray kitten. Without knowing the boy's name, she fell in love with him at the first sight. Due to sickness, Midori returned to school three days after summer vacation -- only to find out that she was ""volunteered"" as a candidate for student council. After a series of embarrassing accidents, both she and the mysterious boy she had a crush on, Akira Sudo, were elected as members of the student council. Being the first student council of this newly established high school, they are about to create ""new traditions"" for their school and a bittersweet love story for themselves...  
 
(Source: ANN)",OVA,['Shueisha'],['Group TAC'],6.3
3513,Tanjou: Debut,"['Slice of Life', 'Romance', 'Supernatural']","Aki Itou is a normal highschool girl doing normal things: reading books, feeding stray cats, eating at restaurants with her friend Kumi, dreaming of being an adult, and admiring the boy she likes. However, reality is not always kind to girls with dreams, as she finds out. 
 
(Source: ANN)",OVA,['Sony Music Entertainment'],['Studio Pierrot'],5.09
3538,Dorei Kaigo,['Hentai'],"There is a strange epidemic running rampant at the local inpatient hospital. For some reason every night the nurses are feeling an uncontrollable urge. They have no choice but to satisfy it with the patients, the doctors, and even each other. The new resident doctor has his own itch to scratch, as well as a suspicion that someone is behind this impromptu sex ring.",OVA,"['Silky’s', 'CherryLips']",['Arms'],6.24
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,"['Slice of Life', 'Comedy', 'Police']","Ryoutsu, being an underpaid policeman, is always coming up with underhanded schemes in order to make a quick buck. But in the end, his plans (which are ridiculous to begin with) always go wrong and land him in big trouble with the chief.",TV,"['Asatsu DK', 'Fuji TV']",['Studio Gallop'],7.78
